year,month,bx_gsm,by_gsm,bz_gsm,bt,intensity,declination,inclination,north,east,vertical,horizontal
2014,3,-0.1,7.94,-9.44,0.49,50059,-7.893,-54.88,-213,11,63057,11
2012,7,-8.43,2.94,-9.64,9.03,60605,69.761,85.703,-19,-401,56829,173
2012,11,-4.9,-0.38,-0.94,5.19,67217,-61.761,41.133,-5,-164,59573,422
2021,12,7.57,3.22,4.5,7.91,52333,-65.047,-17.154,-382,211,57947,26
2012,1,2.22,9.6,6.12,7.65,58641,-73.8,18.959,62,-11,57722,74
2018,10,-7.51,1.48,8.36,5.85,58166,-87.638,64.158,-235,431,56571,449
2022,11,-1.08,-6.4,1.43,2.96,65754,1.795,28.397,253,270,54791,423
2019,7,-2.35,-4.01,-5.9,1.3,52817,-64.57,46.164,450,-325,54736,340
2020,3,-3.74,3.89,-3.34,0.7,69558,5.673,6.354,-402,-296,57651,372
2019,4,2.26,-2.81,0.05,4.99,60373,154.387,37.092,-225,138,68531,132
2018,11,9.28,-7.63,-0.88,4.76,50099,-10.362,-4.824,174,-88,53829,242
2018,2,8.19,-8.74,1.58,8.65,66085,129.447,47.116,-63,-444,61316,131
2021,5,8.97,7.31,1.15,2.4,52637,108.459,-26.372,-149,288,51050,259
2020,11,-0.96,3.34,-3.35,7.28,69737,126.517,-25.512,-140,35,52199,7
2019,1,-0.21,5.13,2.3,4.89,63726,25.633,11.644,88,19,51938,97
2015,10,-1.6,-4.27,-3.51,1.74,59183,149.698,20.549,-429,-203,54935,255
2015,6,2.37,-3.53,-7.48,1.17,56556,77.631,-12.647,294,129,56986,117
2020,12,-6.37,-5.06,4.46,3.94,67754,-162.137,-87.17,-164,-191,67481,296
2023,3,2.44,2.04,-9.36,6.04,61471,-88.715,-70.259,-399,-213,62525,148
2018,1,4.61,-2.49,-1.13,2.14,61767,-168.789,48.087,-402,-417,52623,205
2013,8,-4.19,-7.53,-6.62,4.93,64247,24.829,64.535,-251,347,52673,86
2022,6,4.34,2.67,2.16,4.41,52211,-140.289,63.26,-68,-254,69664,236
2023,8,0.09,1.77,-1.48,4.01,56033,127.175,-31.043,153,-195,65220,324
2019,10,-0.94,-1.06,-8.94,7.58,64851,170.065,36.405,-487,-209,51147,242
2023,6,5.1,2.43,7.18,5.16,62432,90.849,-75.942,-282,98,59046,93
2016,11,7.66,8.54,-7.26,5.5,57933,-159.245,-5.273,201,-231,57072,205
2022,4,-0.13,-6.21,-6.69,3.89,53900,-25.51,54.368,-336,117,50793,33
2020,9,1.63,7.04,-4.33,0.95,60322,82.418,-43.59,286,-317,63672,51
2021,12,-2.07,1.16,-4.83,8.67,57047,-150.883,-83.645,-244,479,58845,66
2021,9,-4.53,-5.52,7.44,8.64,60791,93.776,12.966,4,-30,66074,39
2016,7,-1.56,-6.5,-9.71,9.28,64199,-12.31,-43.429,15,208,53529,280
2023,12,-8.57,-4.08,9.25,4.99,60778,95.108,-68.266,-349,-365,50746,356
2015,10,2.77,-5.36,-0.35,6.85,55670,135.073,69.789,-379,203,61913,139
2019,11,-4.73,8.5,-6.27,8.03,53094,-14.647,54.233,226,292,53089,116
2023,10,6.63,9.48,1.91,0.89,62403,161.446,-3.745,496,-313,50543,452
2019,6,5.02,-5.6,8.74,5.16,53653,-2.331,-51.486,-124,-104,61444,120
2012,5,8.74,-7.91,-4.93,4.26,68047,-9.847,71.708,-116,407,53137,223
2023,2,9.72,4.47,-9.93,4.3,57781,92.576,84.543,453,309,51479,270
2013,10,0.62,-1.97,-4.63,0.27,63171,-117.591,33.553,299,370,54188,329
2023,6,-0.56,4.41,-3.86,9.78,59517,112.66,-69.186,439,-261,58589,178
2015,5,3.12,-1.8,-7.22,8.25,57552,-36.311,36.746,70,482,54887,260
2017,7,-2.32,-2.82,-0.46,0.36,56416,32.32,-29.838,-7,-362,60474,72
2016,9,-9.53,-6.12,0.88,0.3,60776,38.717,16.494,458,397,62861,41
2014,12,1.09,-5.57,3.69,7.02,57878,-155.425,-47.2,65,-306,68483,158
2023,6,-4.8,1.6,-9.14,1.39,51782,32.825,-20.331,309,-46,56483,484
2019,1,5.9,8.11,-1.91,4.07,58364,167.384,-62.277,-425,-9,67946,70
2013,9,-1.6,-5.42,-2.2,7.51,61295,168.902,-81.884,495,264,57550,335
2017,5,8.05,2.6,-4.19,0.72,52864,139.998,83.194,449,369,68164,26
2016,3,2.54,5.18,4.67,2.69,52413,-73.267,-31.366,134,-433,55506,15
2017,3,7.31,-0.47,-2.94,8.03,59064,124.376,-6.974,20,140,62248,108
2014,2,-4.31,-5.97,-7.88,6.89,65865,153.477,-1.12,-267,-364,59350,101
2018,10,-8.35,9.98,-8.55,0.5,60760,-106.635,69.689,-296,309,68011,294
2023,5,-3.4,-3.45,-9.81,6.31,68507,-70.871,-63.712,-471,192,51717,153
2022,3,9.57,0.7,3.11,0.49,58591,179.077,78.837,60,179,56847,389
2021,6,4.7,7.26,4.24,0.92,60465,160.023,-51.529,-333,329,65610,318
2013,9,8.43,-6.92,-9.93,7.16,56071,4.324,-30.491,211,361,53833,97
2022,10,-2.07,-5.03,-6.51,2.08,59996,-21.36,-32.254,-189,-54,50669,188
2023,12,-2.86,2.08,7.42,3.25,55426,16.339,-88.027,28,130,67061,174
2018,8,-5.47,-1.14,-7.37,5.73,65635,39.464,54.195,412,219,57935,290
2015,2,3.37,7.51,-1.44,8.24,69205,-43.458,-43.616,-417,49,58676,20
2012,2,-3.42,-5.46,4.31,7.92,51231,-101.4,2.188,-298,-196,57796,175
2012,12,7.85,-9.1,-0.61,8.84,53875,-127.913,-27.169,257,-499,54405,46
2021,5,-4.61,-4.97,3.9,4.87,53385,15.064,-85.738,347,317,52137,225
2021,4,9.1,5.31,-2.58,3.14,59825,130.179,12.258,-336,21,53084,310
2022,4,6.42,-8.65,-7.11,2.83,51150,63.438,48.774,-395,-295,63263,128
2012,2,-6.03,-5.33,2.42,9.91,68972,-49.966,-65.634,-63,-390,59973,250
2012,4,-6.81,-6.94,4.31,1.21,60026,61.268,-67.278,267,-202,53770,95
2014,11,-2.81,-9.65,-6.65,5.88,64464,41.577,11.649,-7,138,56240,412
2022,1,-4.16,9.26,1.79,3.17,55744,-129.054,-25.759,-404,12,52918,425
2017,8,-3.12,9.81,1.02,7.89,58000,-36.091,-62.891,318,-479,66936,51
2023,10,2.92,-1.21,-6.82,2.48,62833,94.692,87.292,359,20,66452,471
2017,4,1.76,1.61,2.62,8.08,69497,80.721,-35.612,278,415,54970,343
2022,1,-1.55,-4.65,8.03,3.11,51275,22.33,58.466,146,-34,52386,33
2019,10,8.95,-3.12,-5.93,1.99,63477,142.128,72.319,417,157,64776,471
2016,6,8.26,3.81,6.44,3.52,65176,-131.806,12.783,454,212,67050,458
2016,5,-5.32,0.87,7.34,5.54,58295,36.906,-5.709,-16,467,60572,206
2020,10,6.87,9.17,-7.55,2.17,63662,6.276,-59.05,-23,464,54172,374
2023,9,-4.05,0.76,-5.47,7.89,66731,66.372,-52.764,-157,489,58239,481
2022,5,9.23,-3.37,-0.04,4.32,57182,-160.884,41.88,240,461,50375,376
2014,8,-8.88,9.68,-1.98,9.53,54992,165.806,-26.606,-348,500,55741,224
2018,12,-7.37,2.07,-6.06,3.29,69971,-170.553,9.316,-425,279,51535,168
2023,9,-0.63,2.87,-9.02,4.06,58522,103.364,49.239,338,123,52082,11
2013,10,4.1,-9.45,5.89,6.32,68876,-120.506,-42.05,-256,78,63668,226
2015,4,0.63,8.46,4.19,2.12,50867,114.844,-6.976,-21,-229,69187,52
2014,6,-5.61,-1.47,3.95,7.28,51525,-170.785,-77.698,374,-463,53192,122
2019,7,6.5,-9.7,-1.94,4.71,67829,-105.121,-55.425,-294,-118,60560,54
2020,1,0.28,0.72,-9.26,0.19,64841,33.226,-35.507,419,79,67412,34
2013,6,-7.48,-7.19,1.86,7.83,56663,176.322,89.457,385,-429,60196,408
2018,12,-3.15,7.14,4.9,3.21,57922,-64.639,76.84,43,-102,57784,82
2020,9,9.3,2.39,-8.64,8.81,61974,-43.752,72.24,327,-71,56010,123
2022,10,-0.4,-5.42,7.1,5.32,65350,-151.848,-51.052,-236,455,65690,223
2020,7,0.11,-3.92,-2.46,4.33,50774,55.284,-89.208,-444,-496,62827,102
2022,8,-3.56,0.05,-0.82,2.59,60525,150.494,-42.485,316,-310,56350,106
2015,4,-2.38,5.68,-4.32,9.14,58542,54.238,-4.149,-203,475,59937,424
2017,6,4.01,9.84,-8.07,3.33,61126,-77.434,59.813,-102,-45,68562,42
2017,4,8.32,8.91,-3.07,5.7,65058,78.058,-74.351,-477,480,59208,390
2015,9,-5.83,-5.04,-5.18,8.25,54667,-22.904,-75.036,475,-324,60968,164
2016,4,5.89,0.42,2.92,8.12,65128,61.397,78.245,-148,7,69389,204
2012,5,-0.53,-9.68,7.58,1.44,63832,-140.914,71.946,353,-389,52819,96
2015,8,-4.01,-4.06,-4.6,8.59,64496,-33.566,24.045,-140,-52,62030,251
2018,4,-4.52,-9.87,-0.76,6.64,56704,114.174,-1.845,436,231,67542,468
2017,4,-2.14,-3.74,8.94,1.53,52983,60.491,11.986,320,463,52612,389
2017,10,9.6,8.8,-5.35,1.71,50745,15.046,-61.941,6,275,52090,82
2016,10,2.67,-8.23,2.42,2.44,69624,-179.278,-37.955,-351,193,63991,56
2020,5,-2.27,-7.85,1.79,5.14,69654,36.554,74.4,315,392,68865,229
2022,1,9.1,-3.42,4.58,7.08,51132,49.721,19.108,-246,144,64939,284
2019,2,-2.53,-5.64,2.16,9.34,60160,76.282,-36.067,11,320,59151,157
2012,4,3.32,-6.43,7.77,2.76,66956,44.451,40.369,11,274,50353,207
2021,9,-3.42,2.2,1.81,8.07,66918,163.637,-8.196,186,40,50368,11
2021,1,8.04,-4.45,1.52,0.52,66136,171.151,86.898,-57,-150,65358,278
2013,4,-4.48,-9.71,-2.87,2.5,64895,-0.861,60.374,-417,139,66250,254
2016,3,-1.32,-3.2,2.62,8.41,52384,-80.694,40.954,-410,-337,58040,143
2014,1,8.99,-2.46,7.42,3.23,69433,126.263,7.844,452,-14,65418,164
2022,5,3.24,4.45,-2.07,0.05,57021,93.854,17.481,-406,146,53905,169
2013,6,-4.85,-7.58,2.71,4.36,58226,-56.148,-86.213,-456,-350,58864,314
2023,1,8.43,0.6,1.13,1.12,67967,120.822,61.27,-49,-147,65949,365
2023,3,-3.05,-5.22,6.94,6.61,53611,-142.63,34.429,210,23,58185,149
2022,6,-7.33,-7.19,-3.03,0.42,67199,-16.645,4.029,251,-295,68485,440
2019,4,-1.25,-8.33,1.28,4.93,68842,35.126,-64.004,189,228,69537,123
2018,5,9.13,-9.54,9.88,2.84,56581,1.017,-51.071,435,-30,66772,327
2015,4,3.93,4.15,-2.2,1.99,57000,33.62,41.148,-425,221,64251,109
2018,3,6.39,0.38,6.12,6.7,52860,-55.364,-23.995,-259,-325,56916,56
2014,11,-7.96,6.93,9.75,8.42,58660,-86.516,7.11,-279,263,52984,466
2021,6,-0.74,8.2,7.15,2.25,67923,98.061,24.007,205,34,69872,479
2020,11,4.52,3.15,-1.0,3.93,66476,-62.006,-31.803,438,101,69968,279
2017,12,6.75,8.73,2.55,3.08,64653,-74.127,13.205,315,-58,56974,289
2023,1,-2.79,9.83,7.34,0.0,65717,-47.039,-0.445,391,-344,68884,38
2015,9,-3.39,3.71,-8.95,0.78,55180,-113.068,86.303,300,-372,52493,472
2019,2,1.38,-6.96,3.18,3.23,60378,-59.195,-85.153,-207,-27,54784,286
2020,1,5.54,-7.77,9.28,7.71,58788,57.83,80.07,347,-391,62390,271
2018,7,-4.02,-3.22,5.07,3.07,66871,59.856,-79.074,23,157,58720,11
2016,1,1.8,3.64,-8.1,4.11,61416,-97.316,24.759,131,-430,68821,456
2017,6,-3.67,2.58,4.6,4.03,57607,-141.775,64.87,-280,-84,64110,22
2017,9,3.74,-9.48,-1.87,4.91,64892,100.888,-27.56,392,153,60728,423
2017,3,0.19,5.7,-3.66,5.22,65573,-112.506,52.146,393,242,55604,411
2018,6,-0.44,-2.48,-3.11,0.12,62336,103.905,6.505,476,-428,56334,33
2022,4,6.67,3.41,7.17,7.71,55817,146.518,-18.893,-54,152,66346,493
2022,1,-7.2,-5.04,0.82,6.96,51953,67.122,41.856,360,278,69538,302
2020,4,1.92,3.56,1.01,2.86,61893,124.039,37.522,261,-212,55676,55
2014,9,7.62,-6.21,-5.17,1.45,61672,-31.854,-3.421,-85,-148,53850,445
2019,5,-7.12,9.1,3.54,9.02,64891,-140.967,70.14,-1,430,59319,289
2018,5,1.18,5.74,-9.15,9.9,67795,-48.037,-11.016,-226,452,62820,324
2016,1,0.3,6.82,-10.0,5.08,66232,86.737,-70.922,332,-161,53869,68
2017,12,8.15,1.41,5.85,8.93,52774,29.056,47.602,397,277,54979,372
2015,3,-0.32,-1.71,-7.07,3.3,55888,-24.938,-28.835,-28,260,55162,120
2017,3,0.32,-5.62,7.33,1.77,60671,-28.058,-35.445,-297,400,51573,252
2023,7,5.4,-2.05,5.89,0.22,68756,52.95,-56.2,-15,-299,59898,192
2014,7,-7.7,-5.11,2.82,1.87,63457,11.998,76.386,320,-215,54873,483
2019,1,-0.04,-4.57,3.45,6.43,61470,-106.117,34.498,74,89,69925,115
2015,9,-1.24,-7.96,3.13,3.57,67915,-177.39,1.089,-467,466,66857,243
2012,6,2.8,4.79,-1.76,5.76,65649,24.806,16.536,-183,465,50921,95
2019,9,-6.77,6.19,7.86,1.85,66660,21.972,-87.51,-126,299,53069,256
2019,8,-2.22,9.49,-0.18,8.51,64778,-48.532,-38.286,209,-47,55006,320
2017,4,2.81,-2.31,6.54,5.95,53722,117.346,-77.766,290,-485,62005,198
2013,2,3.01,1.68,5.38,7.16,60370,166.712,67.314,-44,307,54599,60
2015,9,-1.56,-9.64,1.21,1.26,64967,29.025,-73.161,430,54,62796,150
2015,8,-8.47,2.33,9.75,2.01,55314,99.814,11.695,-316,177,60547,171
2023,5,-7.43,-2.13,-4.23,8.83,52250,29.026,-12.319,458,154,56051,403
2014,10,-2.54,1.53,1.17,8.47,58036,47.676,20.521,4,232,51644,349
2015,10,3.46,5.59,2.73,1.12,50122,128.854,-31.508,-273,-295,61829,195
2020,1,8.09,4.89,5.95,2.49,54439,-131.388,64.46,-142,-261,66152,337
2018,7,8.21,7.02,-5.53,2.41,66783,-72.495,61.464,-279,161,53137,269
2023,8,6.92,-9.81,4.96,5.04,53794,112.093,5.228,205,395,57643,131
2019,3,8.12,0.4,-2.6,5.32,55963,-5.631,84.806,-122,-66,56984,364
2012,7,5.07,-9.53,-9.5,8.8,64857,53.506,-14.906,-82,-188,51962,326
2019,5,8.62,-8.02,1.77,1.26,66002,19.142,50.566,-297,-428,52510,278
2014,9,-5.29,-8.18,-1.15,1.05,57945,151.661,0.692,437,190,56329,57
2022,4,-3.12,9.81,-6.86,6.37,57313,12.564,-27.261,-246,-413,62617,457
2022,7,8.68,9.87,-1.83,3.66,59509,87.553,-6.518,422,-357,52660,383
2018,8,0.81,6.49,7.6,7.57,64808,163.179,52.638,-41,-365,66071,90
2019,6,-0.53,-3.89,4.87,7.16,61622,-174.593,-16.352,-410,438,54043,464
2022,8,-3.66,7.04,-9.98,7.08,58692,-111.129,17.298,-462,391,50572,356
2020,8,5.76,3.95,-4.89,1.96,67693,49.465,-82.595,-338,-393,63173,464
2014,6,7.55,-6.99,-6.42,3.11,54246,-63.892,0.633,436,77,53227,396
2014,9,-0.41,0.46,-8.41,0.31,56649,-85.737,31.644,-326,-292,65716,392
2019,6,7.25,-7.71,6.04,8.65,66987,124.323,39.445,437,455,67931,449
2023,10,4.64,1.12,1.91,7.23,67974,14.068,-6.718,36,-21,52716,271
2014,4,-9.19,0.48,-2.33,1.67,51973,135.36,-69.523,364,-488,52883,266
2022,4,9.51,7.66,0.7,4.03,67558,-173.024,12.208,-147,-307,58607,367
2017,10,7.66,1.42,9.55,8.51,56109,-26.331,-62.191,444,-162,56233,72
2014,3,-0.99,9.25,-4.23,2.61,58077,-41.244,-40.168,230,-395,52150,220
2018,10,5.62,0.89,-1.55,6.17,53761,172.796,82.715,396,144,62854,328
2021,7,0.75,-3.29,-5.35,3.54,50723,6.03,57.744,-148,287,52394,274
2019,2,-4.29,1.78,-8.13,9.03,62198,140.055,73.28,123,-417,51339,334
2014,4,-2.75,-3.62,1.53,9.0,54008,-97.068,-82.856,405,161,64864,359
2016,3,7.3,4.37,7.2,3.65,62492,63.582,58.933,-455,277,62634,254
2020,10,-1.23,1.21,-5.42,1.29,66389,43.538,69.737,69,-330,57078,430
2019,8,7.13,-7.36,1.55,3.54,64766,-113.978,51.327,-89,-72,54054,444
2021,8,-4.97,-8.14,-6.73,4.61,60955,135.19,-82.884,-220,282,55589,465
2013,4,-0.03,9.7,-1.61,8.31,63997,68.545,50.799,66,296,66616,198
2016,6,7.7,-6.47,-0.35,3.31,53448,-54.204,22.19,209,83,58716,230
2018,5,-9.8,5.58,-9.03,6.11,60718,113.096,53.776,-86,-227,60760,58
2015,6,7.7,-1.46,-8.41,2.34,51973,-88.471,11.927,-50,310,55699,481
2016,11,-2.75,2.19,-3.89,9.32,62612,-123.358,14.537,487,453,62087,25
2022,11,3.47,-8.51,-4.85,0.7,66981,124.571,52.702,256,139,51818,13
2017,12,-9.47,0.87,-3.64,4.84,50886,41.362,-12.576,68,140,55989,497
2023,2,-8.04,-6.33,2.28,3.78,58640,-44.343,30.347,-427,-91,63957,284
2022,1,-2.76,5.67,9.05,9.69,53092,-108.181,-22.14,-364,-140,54472,99
2021,8,5.48,1.21,6.77,0.26,54476,-176.814,65.887,-54,308,53236,409
2015,6,7.91,-3.61,4.03,3.17,67903,-155.445,33.238,492,113,62330,21
2017,10,2.03,8.76,6.54,2.63,69219,31.19,10.048,2,-199,62393,478
2020,4,-3.8,-8.64,4.66,3.38,56886,-40.994,-10.057,-348,248,65674,264
2020,1,3.46,2.79,-9.76,6.35,54347,164.604,-23.438,482,-401,67972,55
2016,7,-9.7,8.38,7.05,9.58,63995,-97.732,5.735,-36,-278,62089,137
2023,9,5.54,-4.86,-3.8,4.09,51159,81.337,-11.348,-118,-76,53680,329
2021,9,2.54,-0.88,-4.78,5.76,56061,-56.726,-73.046,-147,437,59911,341
2019,11,4.54,4.52,7.46,7.83,58859,-19.532,38.012,-386,-424,61337,18
2015,2,-3.91,-4.02,-0.62,8.56,65198,-49.737,-29.78,-59,454,54641,359
2018,6,-8.59,-1.0,-3.21,6.6,67925,-13.257,46.236,-359,-296,69156,363
2020,3,-4.58,-4.81,-5.22,7.23,56234,-173.304,-22.666,-118,294,61245,365
2014,2,4.73,2.87,0.64,1.49,57593,-8.109,-85.496,43,183,53024,319
2015,6,6.14,0.5,-9.95,7.0,54506,-5.302,-1.696,2,-499,55238,116
2017,9,-3.96,-4.53,6.71,3.25,61179,-122.741,48.718,-310,-479,69921,31
2023,12,-9.44,3.34,8.29,4.13,64694,141.392,64.921,206,304,53950,273
2021,5,-6.58,2.44,6.46,0.72,69646,6.389,61.303,-289,-351,69936,181
2021,2,9.82,2.88,-7.12,8.0,57523,-10.841,-20.773,-420,-200,67169,226
2018,8,-9.52,1.29,-6.44,9.19,54447,121.119,-67.589,360,-14,68946,368
2017,5,2.96,6.48,-2.34,8.11,53753,120.244,-48.803,-16,166,64136,432
2022,2,-3.46,-1.7,-5.7,0.18,63555,-52.014,-7.697,134,239,55209,233
2018,7,-1.93,-5.54,3.37,8.4,56724,-55.861,23.933,57,67,56623,241
2023,11,7.66,8.1,5.61,2.84,69805,85.598,-6.252,-147,-14,61808,395
2023,6,-2.4,6.85,-1.6,5.68,56762,-3.309,51.625,-119,-32,69991,308
2023,6,3.87,6.24,-5.83,6.17,54516,165.376,-34.039,483,-124,68328,446
2016,4,4.31,-8.42,-5.06,7.62,69271,-1.86,-71.98,360,-30,56937,242
2014,10,-6.17,-2.55,7.4,7.75,51974,-43.291,88.19,195,164,59926,169
2014,6,-5.28,-8.0,-4.92,5.72,59730,167.639,-38.81,-447,-102,51113,177
2018,3,1.65,9.77,1.36,8.77,53258,-60.204,79.875,60,143,59567,4
2015,6,0.2,6.79,3.51,6.18,64660,-169.835,-82.218,-238,399,59706,378
2021,11,-3.97,4.71,-2.77,0.72,59679,177.685,44.74,229,71,67517,253
2017,3,-4.13,5.95,7.29,7.9,55039,-71.562,29.149,47,-321,63748,386
2015,10,-7.19,-6.14,7.3,4.58,62379,-41.151,88.259,-23,98,66638,114
2019,7,-9.16,3.74,1.41,6.1,52128,-65.199,46.862,-380,151,67297,449
2016,8,7.22,2.91,9.64,9.83,69220,-50.681,53.706,-204,308,58031,469
2012,6,-4.99,4.83,-3.76,6.66,54175,-13.661,9.016,-404,376,65294,222
2017,5,-2.8,-8.54,-9.87,5.01,63696,37.727,76.552,39,419,54443,152
2022,1,1.42,9.62,-7.48,9.33,53304,150.9,-54.019,383,-326,59627,35
2015,2,-4.21,1.78,7.66,5.78,56576,-136.041,28.373,481,382,62682,106
2017,2,8.18,-9.88,-6.24,5.83,66205,-104.95,37.624,320,414,60073,28
2017,8,9.22,5.55,-7.28,6.83,62707,100.172,-61.194,399,113,60525,231
2013,1,6.98,-3.68,-0.88,9.73,57046,160.467,42.951,-449,-99,51332,39
2017,7,-4.44,-9.07,-6.98,4.51,53581,-89.725,1.987,-280,434,62807,266
2013,10,-8.53,1.87,-0.07,4.86,63477,107.548,18.782,451,75,61117,275
2020,4,-4.8,3.42,-2.8,9.62,58013,-168.007,-70.568,13,362,60966,9
2014,3,-0.42,-8.13,0.03,8.87,57867,69.323,-62.269,-2,-275,55360,440
2012,1,-1.11,8.39,-8.07,1.6,54332,25.328,42.526,246,-161,62618,229
2017,9,-8.53,-7.42,-9.6,2.26,67208,-98.995,-86.886,491,-8,56841,428
2012,5,8.74,-1.09,9.81,7.31,62497,29.081,-10.01,493,309,56580,93
2012,5,-3.66,-2.72,4.97,9.96,51576,-125.898,35.204,-463,393,59332,495
2021,11,-0.81,-8.63,4.85,0.93,64371,-35.979,-16.21,-436,176,59618,61
2018,10,-7.64,0.18,-2.11,5.64,65674,79.642,30.503,201,283,63638,26
2021,5,-5.97,7.47,-0.54,5.72,66713,-119.485,88.433,-168,-258,63951,295
2023,10,-7.83,9.61,7.07,8.8,67227,-108.339,9.133,139,-203,51144,259
2014,2,-9.73,-8.37,9.39,5.95,55701,-10.183,80.567,-239,389,67728,474
2019,10,-2.13,6.23,9.42,2.73,51048,-4.979,75.635,-155,72,67442,340
2017,11,4.93,-2.68,-3.2,1.36,55530,48.551,-24.896,343,215,61691,208
2012,9,7.11,8.99,-3.51,8.77,61799,-134.306,37.21,-217,-447,55644,322
2014,8,-9.94,-0.75,4.67,7.2,60936,-108.306,24.272,-404,-282,63598,235
2021,11,5.5,-4.55,0.93,6.37,59974,-38.493,-46.706,224,-385,60256,214
2018,6,-8.58,3.64,-9.31,6.7,56558,99.891,-38.086,305,-199,61601,210
2019,7,4.27,2.41,3.17,0.62,62202,174.015,25.426,0,-162,58107,165
2021,12,8.41,1.14,-9.38,6.6,60744,-170.655,56.052,-339,190,62139,252
2014,11,-3.13,-4.93,9.79,3.46,69093,145.467,23.566,-125,31,52920,432
2022,4,8.94,-2.58,2.55,7.8,65723,53.634,-88.753,448,43,57276,132
2012,10,0.82,-1.01,3.78,2.88,66192,76.631,-33.965,255,-35,69324,448
2014,11,-5.97,-5.5,5.08,2.53,62553,-73.281,-40.944,230,71,51520,57
2022,1,-3.94,9.81,-6.65,2.16,68070,28.273,27.136,-256,31,58100,443
2022,11,3.98,1.92,9.82,4.57,56513,-53.72,-82.909,-420,308,56933,440
2019,2,-6.25,1.64,3.99,2.4,66034,-88.18,-36.859,-242,397,68233,207
2019,9,-1.32,-2.9,6.83,3.37,69314,-123.023,1.631,-440,381,68584,57
2015,8,3.67,-2.91,-7.09,4.91,50072,36.804,-60.41,-57,301,69593,5
2013,4,-5.2,5.8,2.61,2.38,58911,172.717,-60.64,53,453,60905,134
2016,12,1.34,-1.74,-2.5,2.0,67320,-155.205,-75.108,160,489,53513,210
2020,7,1.89,-4.95,-0.45,6.54,53982,18.791,1.508,129,-355,59220,90
2020,3,-2.1,-0.26,-1.0,0.71,60767,169.22,-72.45,-484,418,50489,156
2013,5,5.59,-2.54,3.52,0.9,67730,179.032,27.15,484,-340,53702,485
2023,8,-3.85,8.97,9.39,7.88,68588,153.316,-45.553,333,327,68412,401
2017,10,-7.77,-3.56,-0.63,8.4,51755,158.483,14.343,-64,148,59671,149
2012,7,-0.68,7.39,-7.91,3.33,50761,-58.162,-78.442,439,-20,60333,24
2014,7,-0.46,9.51,6.59,3.16,62894,-121.264,43.64,-149,290,60095,53
2018,11,6.17,-2.88,-8.55,7.48,59648,92.133,84.335,-169,268,68145,248
2015,12,2.59,-6.3,-2.17,1.79,69238,-122.155,64.08,-290,100,67687,112
2018,4,-4.55,5.02,-3.76,4.39,69793,-141.656,-13.76,205,-408,61432,1
2012,1,-5.64,-0.51,6.66,2.31,50160,0.845,67.855,446,416,57728,254
2016,5,2.65,-8.7,9.09,9.97,52942,157.148,-58.512,411,238,61371,226
2019,12,-8.71,-6.31,0.45,6.24,63513,141.954,-52.149,388,-144,56168,124
2016,12,-9.92,-5.02,7.79,5.88,67682,90.955,84.419,-115,-434,63140,2
2023,9,8.05,0.46,3.85,1.33,64307,93.5,2.334,-384,-365,59626,355
2019,4,2.11,4.62,7.87,5.29,58689,-157.261,-84.154,148,389,52916,18
2013,6,-3.64,-2.6,3.43,3.38,52296,172.886,47.845,193,-474,59757,188
2020,8,8.13,-1.3,-5.85,3.23,52452,177.672,-69.55,-69,-422,60243,202
2012,9,-6.74,9.61,2.86,8.12,58660,124.682,-83.418,-188,-235,53228,165
2019,9,9.03,-9.99,-2.15,5.84,61390,-59.263,-36.166,-26,37,61773,387
2016,7,6.05,-4.03,-2.89,6.02,65638,101.233,39.621,59,-473,60934,74
2018,5,4.29,-8.28,3.64,1.43,60074,28.957,-44.753,441,148,67206,438
2014,2,-6.67,-9.31,0.65,2.61,57372,176.391,71.744,392,74,56185,61
2015,7,8.31,4.83,-0.46,2.23,60107,-110.382,60.349,-280,-323,55031,52
2012,7,-5.61,2.27,2.84,2.2,50891,93.545,-75.77,-366,-432,68251,389
2021,4,-0.24,7.54,-9.61,7.16,65984,-176.581,-80.006,-98,185,53292,94
2019,11,-2.63,-2.01,-3.9,8.61,58552,-173.017,-5.603,-139,500,64302,287
2016,9,8.35,-1.04,0.79,4.89,68306,-1.203,-5.978,33,-289,69910,463
2022,7,-6.21,1.84,7.9,9.5,62509,-161.546,48.676,312,-150,60478,207
2021,12,-6.35,-4.88,2.3,0.69,54698,28.426,-75.715,-139,263,50100,223
2018,3,9.28,1.4,7.24,6.34,60076,66.09,37.363,442,-311,63069,359
2019,9,-2.54,-9.63,-6.51,4.72,69311,133.603,-52.247,480,-432,53329,477
2013,1,-8.44,-2.87,1.33,6.83,60001,-12.028,-24.756,490,428,56748,253
2012,3,-2.41,3.19,-2.62,6.62,52931,69.197,-74.663,-205,-337,52131,494
2016,7,-9.91,7.61,-4.08,5.67,69987,-92.517,10.488,-65,-193,67983,132
2021,9,-8.5,6.24,2.42,2.55,58751,114.001,31.896,199,116,52327,428
2020,3,7.16,2.28,-9.0,3.95,69844,5.873,-14.967,389,39,66163,450
2012,2,-6.0,1.46,9.04,8.61,51649,-41.481,83.056,-38,-333,53179,442
2015,11,-2.07,8.84,-1.61,2.12,62497,61.913,-13.93,489,-351,50391,169
2023,6,-1.2,-9.45,-3.14,4.63,57929,-134.153,-29.846,459,192,64270,133
2017,8,9.56,3.68,2.84,3.51,50173,-34.864,-16.02,241,-88,56232,435
